284.93204, 189.15274, 0.98394996
278.10443, 188.14261, 0.9945429
276.83066, 188.26712, 0.98506564
273.3597, 215.48654, 1.0765799
313.0326, 199.30806, 1.1393511
296.79028, 180.89807, 1.1300385
207.7977, 215.43599, 1.1241508
158.356, 235.8084, 1.2661489
285.37805, 224.49341, 0.7894071
303.13232, 216.27525, 0.8525833
270.04056, 212.22913, 0.90303254
330.6989, 202.26031, 1.15095
366.52585, 227.8587, 1.0129505
359.14, 221.5836, 0.9525802
296.02594, 215.8755, 0.9497043
265.17145, 214.51955, 1.0066303
337.09396, 202.87833, 0.8827828
269.57596, 219.93063, 0.8171988
218.77505, 203.00096, 0.9580955
294.86536, 188.82257, 0.9638413
287.55576, 221.10257, 1.0543307
285.78717, 166.07027, 1.0632604
226.16501, 173.16592, 0.9651501
197.5257, 243.00107, 1.0666145
251.7361, 225.06898, 1.0469842
255.50883, 223.07596, 1.0453304
298.84317, 219.61418, 1.0113386
270.6516, 213.33415, 1.02287
260.13647, 216.97034, 1.0331714
266.07336, 217.33374, 1.0130116
236.77762, 212.69751, 1.0380515
339.13132, 216.83897, 0.95719814
269.70807, 215.40775, 1.0006388
237.6663, 205.11273, 0.9875258
294.0612, 187.42525, 0.9895308
280.3982, 214.79655, 0.9829644
284.35367, 213.67455, 1.0054653
191.43704, 226.11133, 0.8680845
290.7855, 212.78548, 0.86191976
264.32666, 211.6723, 0.93871194
261.94763, 221.66763, 1.0443254
271.13953, 201.76817, 1.1228437
233.57327, 220.50914, 0.96115166
340.47772, 224.36635, 0.9800869
226.08318, 228.59572, 0.9629362
324.58432, 233.8329, 0.8510557
283.3027, 220.50731, 1.2730317
281.96152, 208.42155, 1.5827473
304.2104, 211.80345, 0.8619238
287.89523, 214.0273, 1.116608
233.61765, 211.78297, 1.1006199
325.00095, 203.1288, 1.0492758
265.48172, 204.95656, 1.0362421
301.88034, 207.41202, 1.0226454
196.21689, 226.57245, 0.98676354
327.2417, 213.33362, 0.9740762
288.60645, 210.09723, 0.98893034
335.27252, 261.02277, 1.0586854
346.77808, 242.7683, 0.9949296
352.92844, 181.94722, 1.0577155
369.8678, 317.49908, 0.9609756
393.4652, 279.3362, 0.9579391
313.71057, 270.88922, 0.9356048
359.8539, 200.39279, 0.9960762
334.4541, 276.74548, 0.9172285
383.51428, 252.40381, 1.0030793
356.6395, 207.15228, 1.088815
367.87805, 163.6545, 1.1186807
375.18768, 230.9434, 1.0605989
312.5916, 243.58307, 1.0762656
363.4198, 242.16306, 1.0912656
359.57245, 234.7274, 1.0258535
344.77133, 228.95789, 1.1513505
364.7619, 222.28653, 0.9052859
253.17592, 230.96545, 0.97851974
343.82907, 239.85365, 0.9935359
364.78098, 244.36441, 1.0088362
288.45212, 222.99673, 1.0807782
325.77405, 176.77512, 1.135831
351.45892, 270.10858, 1.118248
378.7145, 281.39978, 1.1702244
372.01465, 218.31418, 1.0677519
284.8121, 210.61694, 1.0586499
314.67566, 255.32988, 1.1732901
338.38855, 245.1505, 1.0471405
304.63675, 193.47346, 0.9962198
267.96167, 208.4133, 1.1591057
195.0571, 223.31828, 1.0885957
252.35416, 190.49193, 0.83974135
377.34116, 213.5579, 0.7745631
426.84857, 191.98846, 0.8524956
281.49564, 209.89647, 0.8769757
293.7563, 220.03952, 1.1660696
320.4942, 276.00342, 1.1501722
283.27368, 141.83362, 0.96794486
224.84886, 215.40746, 1.0173391
287.0962, 204.00565, 1.0150166
326.77173, 262.58563, 1.0355009
341.58408, 161.37456, 0.98793477
281.04742, 250.61884, 1.00141
