273.1361, 224.37611, 1.0986298
281.6276, 208.12924, 0.91471887
206.32043, 217.64299, 0.989597
338.58112, 199.90677, 0.9976904
348.2514, 247.84001, 1.145281
346.8124, 220.87837, 0.8710679
342.00287, 188.04066, 0.8104178
252.68607, 239.59323, 0.9995779
262.99765, 205.21725, 1.2330209
196.07643, 199.26129, 1.1479108
280.85742, 199.64552, 0.84196407
421.0334, 207.07523, 0.82004327
361.42648, 226.37604, 1.1242639
233.9474, 223.66068, 1.3067693
283.63782, 237.7575, 1.4010426
261.2576, 206.44731, 1.1939098
258.597, 187.60898, 0.946303
331.8642, 204.8615, 1.124304
275.51196, 229.28227, 0.7502905
355.32254, 241.83226, 0.8794102
251.05296, 222.76213, 1.1338587
252.9566, 224.55893, 1.40247
274.7519, 231.32242, 1.2006311
250.05469, 204.23491, 1.1896893
282.8929, 214.54114, 1.1799963
280.44025, 218.4961, 1.2586912
265.56775, 164.23158, 1.1898414
214.88226, 171.52115, 1.227375
254.63806, 234.8627, 1.2816266
299.49677, 266.7083, 1.2143486
353.19965, 247.95996, 1.1510912
311.78497, 223.99173, 1.0560787
244.49055, 206.9722, 1.084855
203.59457, 223.26549, 1.1557939
223.89745, 243.66945, 1.3413023
274.44022, 242.78687, 1.2816269
233.81607, 175.43011, 1.1988019
242.40002, 148.19698, 1.147847
273.54764, 210.54051, 1.1178578
319.97772, 235.65619, 1.0979445
245.91383, 215.8667, 1.1054983
226.33093, 222.4942, 1.2328953
248.11475, 260.22125, 1.2311428
324.9196, 229.30685, 1.1136061
274.31458, 186.28397, 1.0689969
225.8226, 189.43115, 1.0623047
333.788, 222.20818, 1.0918136
411.94507, 205.97879, 0.9479033
261.74084, 194.16792, 0.980272
253.71428, 133.98337, 0.8907933
233.66704, 227.76569, 1.5193708
171.66829, 212.07494, 1.3473399
135.99121, 203.73991, 1.4387337
255.65343, 229.64001, 1.2365632
312.7398, 227.62091, 1.2600492
202.08809, 223.92638, 1.2067274
279.2469, 195.5062, 1.2169029
306.40417, 287.4577, 1.2344679
290.21323, 180.82549, 1.218297
289.53333, 259.04248, 1.2230349
295.75693, 178.61005, 1.2008653
291.36893, 200.138, 1.3382664
293.79337, 242.93117, 1.2213778
294.85724, 281.48788, 1.4011637
315.71408, 330.65494, 1.2853143
294.2457, 259.33148, 1.2262895
253.34528, 231.48108, 1.1975377
283.393, 195.8157, 1.1789349
281.34753, 203.3815, 1.1134353
331.22583, 192.43138, 1.0432512
264.23404, 172.58319, 1.1747353
267.529, 226.7911, 1.2938164
294.76767, 275.4729, 1.2358835
292.11554, 275.82898, 0.99725574
242.92397, 205.50139, 1.0252728
240.57417, 213.38155, 1.3048428
319.50717, 232.68439, 1.1957588
272.69928, 167.67474, 1.1930991
207.71692, 168.3991, 1.2131236
253.09483, 271.03885, 1.274667
252.82883, 249.30186, 1.0831406
290.52792, 226.47389, 1.127593
345.0394, 232.27328, 1.1041375
274.49783, 206.82426, 1.128925
213.6003, 216.45296, 1.0393492
245.49905, 227.68794, 1.2792443
183.3604, 226.22073, 1.2670428
283.84015, 191.85098, 1.2049906
294.35376, 139.29361, 1.1700456
309.7897, 270.9302, 1.1053169
281.4355, 204.08049, 1.0660836
292.54324, 232.87585, 1.1758773
324.8022, 246.98732, 1.15825
204.09326, 231.5458, 1.2303119
298.0911, 217.62447, 1.0852938
220.34773, 228.38011, 1.1818929
251.1117, 221.42891, 1.2022852
250.37973, 224.62904, 1.1207794
276.2839, 190.07265, 1.1565404
315.63086, 243.41748, 1.1503054
